clade_name	P35M2	P35M1	P35M0	C35F0	P34F2	P34F1	P34F0	C34M0	P24F1	P24F0	C24M0	P15M2	P15M1	P15M0	C15F0	P32M2	P32M1	P32M0	C32F0	P07M2	P07M1	P07M0	C07M0	P27M2	P27M1	P27M0	C27F0	P12M2	P12M1	P12M0	C12F0	P19M2	P19M1	P19M0	C19F0	P31M2	P31M1	P31M0	C31F0	P38M2	P38M1	P38M0	C38F0	P17M2	P17M1	P17M0	C17F0	P22M2	P22M1	P22M0	C22F0	P18M2	P18M1	P18M0	C18F0	P10M2	P10M1	P10M0	C10F0	P36M2	P36M1	P36M0	C36F0	P03M2	P03M1	P03M0	C03F0	P29F1	P29F0	C29M0	P13F2	P13F1	P13F0	C13M0	P01F2	P01F1	P01F0	C01M0	P30M2	P30M1	P30M0	C30F0	P28M1	P28M0	C28F0	P16M2	P16M1	P16M0	C16F0	P06M2	P06M0	P05M2	P05M0	C05F0	P33F2	P33F1	P33F0	C33M0	P21M1	P21M0	C21F0	P23M1	P23M0	C23M0	P04M2	P04M0	C04F0	P11M2	P11M1	P11M0	P08M2	P08M1	P08M0	C11F0	C08F0	P26M1	P26M0	C26F0	P37M2	P37M1	P37M0	C37F0	P25M2	P25M1	P25M0	C25F0	P14M2	P14M1	P14M0	C14F0	P02F2	P02F0	C02F0	P20M2	C20M0	P09M2	P09M1	P09M0	C09F0
k__Bacteria|p__Firmicutes|c__Bacilli	0.07455	0.90868	3.44944	0.01263	1.1923	0.14575	1.88067	0.23873	3.53499	0.20274	0.14144	0.08114	0.01026	0.04138	0.24486	0.0278	0.0209	0.00777	0.04385	0.01681	2.36178	0.06207	0.19997	0.09466	0.06088	0.25479	0.5342	0.28861	0.06739	0.08602	0.01887	0.01266	0.02049	0.14452	0.01786	0.0996	0.04804	2.02628	0.00718	0.01028	0.02657	0.01778	0.01819	2.29691	6.21188	0.4709	0.00404	0.01692	0.03646	0.00837	0.23245	0.02049	0.0108	0.61012	0.22215	0.07421	0.03119	0.90123	0.09919	0.06234	0.06173	0.1092	0.02921	0.01624	0.00612	0.0006	2.64799	0.01794	0.15185	0.05443	0.0156	0.00977	0.07813	0.00223	0.06104	0.03575	0.04857	1.79903	0.15945	0.07398	0.04942	0.01438	0.00749	0.00842	0.02111	0.70396	0.50961	0.11384	0.05108	4.57004	0.96599	0.09134	0.00627	0.04405	0.41817	0.03365	0.20032	0.02323	2.69351	2.22671	0.0282	0.09138	0.00899	0.00593	0.05528	0.02491	2.24109	0.02344	0.04063	0.43954	0.01259	0.02544	0.16563	0.09833	0.26977	0.95798	1.53016	0.03303	0.00388	0.012	0.00401	0.08476	5.7923	0.11704	0.83757	0.00423	0.04276	0.47052	0.07051	0.37424	0.02266	0.51427	0.04461	0.01011	0.20414	0.93089	0.23423	0.00132	0.07758
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales	0	0.00282	0.02145	0	0.03276	0.00662	0.00786	0.01263	0.00076	0	0.00304	0	0	0	0.00043	0	0	0	0	0	0.00251	0.00127	0.0025	0	0	0.00059	0.00845	0	0	0	0.00264	0	0.00068	0.00379	0	0	0	0.00975	0	0	0	0	0	0	0	0.0018	0.00118	0	0.00088	0.00246	0.00351	0	0	0.00243	0.00161	0	0	0.00217	0	0	0	0	0	0.00116	0.00054	0	0.00834	0	0	0.00735	0	0.00062	0	0	0.00614	0	0.00099	0.00044	0	0	0.00302	0	0	0	0	0.0532	0.01905	0.00415	0	0	0	0	0	0.00533	0	0	0.00972	0	0	0.00648	0	0	0	0.00427	0	0	0.00982	0	0	0	0	0.00034	0.00078	0.01114	0.00317	0.00259	0.00284	0.00266	0	0	0.00079	0	0.00264	0	0.02118	0.00079	0	0.002	0.00226	0.01134	0	0.00021	0.00713	0	0.01155	0.05565	0.00947	0	0.01352
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00079	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00079	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_cereus_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00079	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified	0	0.00282	0.02145	0	0.03276	0.00662	0.00351	0.01263	0.00076	0	0.00304	0	0	0	0.00043	0	0	0	0	0	0.00251	0.00127	0.0025	0	0	0.00059	0.00845	0	0	0	0.00264	0	0.00068	0.00379	0	0	0	0.00975	0	0	0	0	0	0	0	0.0018	0.00118	0	0.00088	0.00246	0.00351	0	0	0.00243	0.00161	0	0	0.00217	0	0	0	0	0	0.00116	0.00054	0	0.00834	0	0	0.00735	0	0.00062	0	0	0.00614	0	0.00099	0.00044	0	0	0.00302	0	0	0	0	0.0532	0.01897	0.00415	0	0	0	0	0	0.00533	0	0	0.00972	0	0	0.00648	0	0	0	0.00427	0	0	0.00905	0	0	0	0	0.00034	0.00078	0.01114	0.00317	0.00259	0.00284	0.00266	0	0	0.00079	0	0.00264	0	0.02118	0	0	0.002	0.00226	0.01134	0	0.00021	0.00713	0	0.01155	0.05565	0.00947	0	0.01237
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella	0	0.00282	0.02145	0	0.03276	0.00662	0.00351	0.01263	0.00076	0	0.00304	0	0	0	0.00043	0	0	0	0	0	0.00251	0.00127	0.0025	0	0	0.00059	0.00845	0	0	0	0.00264	0	0.00068	0.00379	0	0	0	0.00975	0	0	0	0	0	0	0	0.0018	0.00118	0	0.00088	0.00246	0.00351	0	0	0.00243	0.00161	0	0	0.00217	0	0	0	0	0	0.00116	0.00054	0	0.00834	0	0	0.00735	0	0.00062	0	0	0.00614	0	0.00099	0.00044	0	0	0.00302	0	0	0	0	0.0532	0.01897	0.00415	0	0	0	0	0	0.00533	0	0	0.00972	0	0	0.00648	0	0	0	0.00427	0	0	0.00905	0	0	0	0	0.00034	0.00078	0.01114	0.00317	0.00259	0.00284	0.00266	0	0	0.00079	0	0.00264	0	0.02118	0	0	0.002	0.00226	0.01134	0	0.00021	0.00713	0	0.01155	0.05565	0.00947	0	0.01237
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_asaccharolytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_haemolysans	0	0.00282	0.01713	0	0.00708	0	0.00079	0.00297	0	0	0.00068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0	0.00224	0	0	0.00202	0	0	0	0.00875	0	0	0	0	0	0	0	0.00136	0	0	0	0.00041	0.00288	0	0	0.00201	0	0	0	0	0	0	0	0	0	0.00116	0.00023	0	0.00782	0	0	0.00491	0	0	0	0	0.00113	0	0.00099	0	0	0	0.00239	0	0	0	0	0.01032	0.0055	0	0	0	0	0	0	0	0	0	0	0	0	0.0006	0	0	0	0.00058	0	0	0.00405	0	0	0	0	0	0.00037	0.00439	0.00078	0.00211	0.00163	0	0	0	0	0	0.00264	0	0.01906	0	0	0	0.00226	0.00562	0	0	0	0	0.00633	0.00798	0.00184	0	0.0102
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_morbillorum	0	0	0.00039	0	0.00668	0.00236	0.00026	0.00284	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00095	0	0	0	0.00044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00062	0	0	0	0	0	0.00044	0	0	0.00063	0	0	0	0	0.00055	0	0.00019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00105	0	0	0	0	0	0	0	0	0	0	0	0	0.00042	0	0	0	0	0	0	0	0.00042	0	0	0	0	0.00082	0	0.00021	0	0	0	0.0035	0.00122	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis	0	0	0.00393	0	0.01899	0.00426	0.00246	0.00682	0.00076	0	0.00236	0	0	0	0.00043	0	0	0	0	0	0.00251	0.00092	0.0025	0	0	0.00059	0.00245	0	0	0	0.00039	0	0.00068	0.00177	0	0	0	0.00101	0	0	0	0	0	0	0	0.00044	0.00023	0	0.00088	0.00206	0	0	0	0.00041	0.00161	0	0	0.00217	0	0	0	0	0	0	0.0003	0	0.00052	0	0	0.00244	0	0	0	0	0.00501	0	0	0	0	0	0	0	0	0	0	0.04233	0.01347	0	0	0	0	0	0	0.00533	0	0	0.00972	0	0	0.00588	0	0	0	0.00264	0	0	0.005	0	0	0	0	0.00034	0.00041	0.00675	0.00239	0.00048	0.00079	0.00266	0	0	0.00079	0	0	0	0.00171	0	0	0.002	0	0.0049	0	0	0.00713	0	0.00522	0.04417	0.00641	0	0.00216
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae	0	0	0	0	0	0	0.00435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00115
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Macrococcus	0	0	0	0	0	0	0.00435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Macrococcus|s__Macrococcus_caseolyticus	0	0	0	0	0	0	0.00435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00115
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_aureus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_hominis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00115
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	0.07455	0.90586	3.42799	0.01263	1.15954	0.13913	1.87281	0.22611	3.53423	0.20274	0.1384	0.08114	0.01026	0.04138	0.24444	0.0278	0.0209	0.00777	0.04385	0.01681	2.35927	0.0608	0.19746	0.09466	0.06088	0.2542	0.52575	0.28861	0.06739	0.08602	0.01624	0.01266	0.01981	0.14074	0.01786	0.0996	0.04804	2.01653	0.00718	0.01028	0.02657	0.01778	0.01819	2.29691	6.21188	0.4691	0.00286	0.01692	0.03558	0.00591	0.22894	0.02049	0.0108	0.6077	0.22054	0.07421	0.03119	0.89906	0.09919	0.06234	0.06173	0.1092	0.02921	0.01508	0.00558	0.0006	2.63965	0.01794	0.15185	0.04709	0.0156	0.00914	0.07813	0.00223	0.05489	0.03575	0.04759	1.79858	0.15945	0.07398	0.0464	0.01438	0.00749	0.00842	0.02111	0.65077	0.49055	0.10969	0.05108	4.57004	0.96599	0.09134	0.00627	0.03872	0.41817	0.03365	0.1906	0.02323	2.69351	2.22022	0.0282	0.09138	0.00899	0.00166	0.05528	0.02491	2.23127	0.02344	0.04063	0.43954	0.01259	0.02511	0.16485	0.08719	0.2666	0.95539	1.52732	0.03037	0.00388	0.012	0.00321	0.08476	5.78966	0.11704	0.81639	0.00343	0.04276	0.46852	0.06825	0.3629	0.02266	0.51405	0.03748	0.01011	0.19259	0.87524	0.22476	0.00132	0.06407
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Aerococcaceae|g__Abiotrophia|s__Abiotrophia_sp_HMSC24B09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae	0	0	0.00133	0	0	0	0.00051	9.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00747	0	0	0.00044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00038	0.00102	0.00116	0	0.00058
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella	0	0	0.00133	0	0	0	0.00051	9.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00747	0	0	0.00044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00038	0.00102	0.00116	0	0.00058
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_adiacens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Carnobacteriaceae|g__Granulicatella|s__Granulicatella_elegans	0	0	0.00133	0	0	0	0.00051	9.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00747	0	0	0.00044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00038	0.00102	0.00116	0	0.00058
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae	0	0	0	0	0	0	0.00394	0	0.0419	0.14022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00213	0	0	0	0	0	0	0.00017	0.1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00279	0	0	0.0008	0.01078	0	0	0	0	0	0.05559	0	0	0	0	0.02368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09888	0	0	0	0	0	0.00171	0	0	0	0	0	0.03528	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus	0	0	0	0	0	0	0.00394	0	0.0419	0.14022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00213	0	0	0	0	0	0	0.00017	0.1279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00279	0	0	0.0008	0.01078	0	0	0	0	0	0.05335	0	0	0	0	0.02368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09888	0	0	0	0	0	0.00171	0	0	0	0	0	0.03528	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_asini	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_avium	0	0	0	0	0	0	0	0	0.0419	0.13428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_cecorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_durans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis	0	0	0	0	0	0	0.00394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0	0	0.00235	0	0	0	0	0.02368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016	0.00045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00279	0	0	0	0	0	0	0	0	0	0.02435	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09888	0	0	0	0	0	0.0004	0	0	0	0	0	0.02478	0	0	0	0
